Domain,Project,Task,Details,Start,End,TimeZone,Duration,Decimal Duration
Standard,Personal,Bathroom,,2019-10-23 14:28,2019-10-23 14:41,UTC-4:00,0:13,0.21666666666666667
Standard,SchoolWork,STAT 415,,2019-10-23 14:41,2019-10-23 15:23,UTC-4:00,0:42,0.7
Standard,Commute,Walk,,2019-10-23 15:23,2019-10-23 15:37,UTC-4:00,0:14,0.23333333333333334
Standard,SchoolWork,DS 300,,2019-10-23 15:37,2019-10-23 16:21,UTC-4:00,0:44,0.7333333333333333
Standard,Commute,Walk,,2019-10-23 16:21,2019-10-23 16:33,UTC-4:00,0:12,0.2
Standard,SchoolWork,CS 465,,2019-10-23 16:33,2019-10-23 17:33,UTC-4:00,1:00,1.0
Standard,Commute,Walk,,2019-10-23 17:33,2019-10-23 17:50,UTC-4:00,0:17,0.2833333333333333
Standard,Personal,Food,,2019-10-23 17:50,2019-10-23 18:22,UTC-4:00,0:32,0.5333333333333333
Standard,Commute,Walk,,2019-10-23 18:22,2019-10-23 18:32,UTC-4:00,0:10,0.16666666666666666
Standard,APO,Meeting,,2019-10-23 18:32,2019-10-23 19:07,UTC-4:00,0:35,0.5913888888888889
